stock_code,stock_name,first_st_date,t_year,t_minus_2_year,st_type,st_reason,csrc_industry,ipo_date,years_listed_to_st,st_history,label
603023.SH,威帝股份,2024-05-06,2024,2022,*ST,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；,计算机、通信和其他电子设备制造业,2015-05-27,8.944558521560575,*ST:20240506;摘帽:20250604,1
603363.SH,傲农生物,2024-05-06,2024,2022,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值",农副食品加工业,2017-09-26,6.609171800136893,*ST:20240506;摘帽:20250520,1
002124.SZ,天邦食品,2024-05-06,2024,2022,ST,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,畜牧业,2007-04-03,17.09240246406571,ST:20240506;摘帽:20250506,1
300163.SZ,先锋新材,2024-05-06,2024,2022,ST,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,纺织业,2011-01-13,13.311430527036277,ST:20240506;摘帽:20250603,1
600777.SH,*ST新潮,2024-04-30,2024,2022,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,石油和天然气开采业,1996-11-21,27.43874058863792,ST:20240430;*ST:20250708,1
300536.SZ,农尚环境,2024-04-30,2024,2022,*ST,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；,土木工程建筑业,2016-09-20,7.60848733744011,*ST:20240430;摘帽:20250523,1
300013.SZ,新宁物流,2024-04-30,2024,2022,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值",仓储业,2009-10-30,14.499657768651609,*ST:20240430;摘帽:20250506,1
300125.SZ,*ST聆达,2024-04-30,2024,2022,ST,"因重大变故导致经营活动三个月内不能恢复正常,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告",电气机械和器材制造业,2010-10-13,13.546885694729637,ST:20240430;*ST:20250425,1
002310.SZ,东方新能,2024-04-30,2024,2022,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值",电力、热力生产和供应业,2009-11-27,14.42299794661191,*ST:20240430;摘帽:20250529,1
300506.SZ,ST名家汇,2024-04-29,2024,2022,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；",建筑装饰和其他建筑业,2016-03-24,8.098562628336756,*ST:20240429;摘*:20250520;*ST:20251009;摘*:20260114,1
002141.SZ,贤丰控股,2024-04-29,2024,2022,*ST,"最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；",电气机械和器材制造业,2007-07-20,16.777549623545518,*ST:20240429;摘帽:20250630,1
000989.SZ,九芝堂,2024-04-26,2024,2022,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,医药制造业,2000-06-28,23.82751540041068,ST:20240426;摘帽:20250507,1
300965.SZ,恒宇信通,2024-04-26,2024,2022,*ST,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；,计算机、通信和其他电子设备制造业,2021-04-02,3.0663928815879533,*ST:20240426;摘帽:20250506,1
600165.SH,ST宁科,2024-04-08,2024,2022,ST,因重大变故导致经营活动三个月内不能恢复正常,化学原料和化学制品制造业,1998-05-29,25.861738535249827,ST:20240408;*ST:20240430;摘*:20250506;*ST:20250919;摘*:20260114,1
002822.SZ,ST中装,2024-02-27,2024,2022,ST,主要银行帐号被冻结,建筑装饰和其他建筑业,2016-11-29,7.24435318275154,ST:20240227;*ST:20250821;摘*:20260122,1
300205.SZ,*ST天喻,2024-01-29,2024,2022,ST,公司向控股股东或其关联方提供资金或违反规定程序对外提供担保且情形严重的,计算机、通信和其他电子设备制造业,2011-04-21,12.774811772758385,ST:20240129;*ST:20250430,1
300096.SZ,ST易联众,2024-01-02,2024,2022,ST,公司向控股股东或其关联方提供资金或违反规定程序对外提供担保且情形严重的,软件和信息技术服务业,2010-07-28,13.431895961670088,ST:20240102,1
002251.SZ,步步高,2023-10-31,2023,2021,*ST,法院依法受理公司重整、和解和破产清算申请,零售业,2008-06-19,15.364818617385353,*ST:20231031;摘*:20241016;摘帽:20250421,1
002951.SZ,金时科技,2023-07-19,2023,2021,ST,因重大变故导致经营活动三个月内不能恢复正常,印刷和记录媒介复制业,2019-03-15,4.344969199178645,ST:20230719;*ST:20240329;摘帽:20250523,1
002564.SZ,天沃科技,2023-06-30,2023,2021,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值",专用设备制造业,2011-03-10,12.306639288158795,*ST:20230630;摘帽:20250415,1
000637.SZ,茂化实华,2023-05-05,2023,2021,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,石油加工、炼焦和核燃料加工业,1996-11-14,26.469541409993155,ST:20230505;摘帽:20240612,1
002721.SZ,金一文化,2023-05-05,2023,2021,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值",文教、工美、体育和娱乐用品制造业,2014-01-27,9.267624914442163,*ST:20230505;摘*:20240612;摘帽:20250616,1
002808.SZ,*ST恒久,2023-05-05,2023,2021,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,通用设备制造业,2016-08-12,6.7268993839835725,ST:20230505;*ST:20250425,1
603030.SH,全筑股份,2023-05-05,2023,2021,*ST,"最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值,最近一个会计年度的财务会计报告被出具无法表示意见或者否定意见的审计报告",建筑装饰和其他建筑业,2015-03-20,8.125941136208077,*ST:20230505;摘*:20240509;摘帽:20240710,1
000615.SZ,*ST美谷,2023-05-05,2023,2021,*ST,"公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值,最近一个会计年度的财务会计报告被出具无法表示意见或者否定意见的审计报告",房地产业,1996-10-16,26.548939082819988,*ST:20230505;摘*:20240628;*ST:20250430,1
300427.SZ,红相股份,2023-05-05,2023,2021,*ST,最近一个会计年度的财务会计报告被出具无法表示意见或者否定意见的审计报告,电气机械和器材制造业,2015-02-17,8.210814510609172,*ST:20230505;摘帽:20241009,1
600117.SH,西宁特钢,2023-05-05,2023,2021,*ST,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值,黑色金属冶炼和压延加工业,1997-10-15,25.5523613963039,*ST:20230505;摘*:20240509;摘帽:20240718,1
002157.SZ,正邦科技,2023-05-05,2023,2021,*ST,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值,畜牧业,2007-08-17,15.715263518138261,*ST:20230505;摘帽:20240612,1
603559.SH,ST通脉,2023-05-04,2023,2021,ST,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,电信、广播电视和卫星传输服务,2016-12-02,6.417522245037645,ST:20230504;*ST:20240506;摘*:20250704,1
000909.SZ,*ST数源,2023-05-04,2023,2021,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,房地产业,1999-05-07,23.991786447638603,ST:20230504;*ST:20260401,1
603880.SH,南卫股份,2023-05-04,2023,2021,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,医药制造业,2017-08-07,5.738535249828884,ST:20230504;摘帽:20240626,1
300220.SZ,金运激光,2023-05-04,2023,2021,ST,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,计算机、通信和其他电子设备制造业,2011-05-25,11.942505133470226,ST:20230504;摘帽:20240612,1
600543.SH,*ST莫高,2023-05-04,2023,2021,*ST,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；,酒、饮料和精制茶制造业,2004-03-24,19.110198494182068,*ST:20230504;摘帽:20240708;*ST:20260427,1
300167.SZ,ST迪威迅,2023-04-28,2023,2021,ST,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,软件和信息技术服务业,2011-01-25,12.254620123203285,ST:20230428;*ST:20240430;摘*:20250617,1
002800.SZ,天顺股份,2023-04-28,2023,2021,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,道路运输业,2016-05-30,6.910335386721424,ST:20230428;摘帽:20240613,1
002816.SZ,*ST和科,2023-04-28,2023,2021,*ST,最近一个会计年度经审计的净利润为负值且营业收入低于1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于1亿元；,通用设备制造业,2016-10-25,6.505133470225872,*ST:20230428;摘帽:20240910;*ST:20250430,1
300209.SZ,行云科技,2023-04-27,2023,2021,ST,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；,零售业,2011-04-26,12.002737850787133,ST:20230427;*ST:20240429;摘帽:20250513,1
603001.SH,奥康国际,2023-04-27,2023,2021,ST,最近一个会计年度内部控制被出具无法表示意见或否定意见审计报告或鉴证报告，或未按照规定披露内部控制审计报告,皮革、毛皮、羽毛及其制品和制鞋业,2012-04-26,11.000684462696784,ST:20230427;摘帽:20240626,1
300010.SZ,ST豆神,2023-04-27,2023,2021,*ST,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值,软件和信息技术服务业,2009-10-30,13.489390828199863,*ST:20230427;摘帽:20240613;ST:20260506,1
300268.SZ,*ST佳沃,2023-04-10,2023,2021,*ST,最近一个会计年度经审计的期末净资产为负值或者被追溯重述后为负值,农副食品加工业,2011-09-27,11.534565366187543,*ST:20230410;摘*:20240515;*ST:20250314,1
300555.SZ,ST路通,2023-02-01,2023,2021,ST,公司向控股股东或其关联方提供资金或违反规定程序对外提供担保且情形严重的,计算机、通信和其他电子设备制造业,2016-10-18,6.288843258042436,ST:20230201,1
